DOY2,HR2,USTAR,TA,WS,FC,SC,H,LE,G,RH,PA,NETRAD,PPFD_IN,SW_IN,CO2,VPD,TS_1_1_1,TS_1_2_1,NEE
1,0.25,0.231,-1.576,0.7415,0.536,0.053,-15.64,0.93,-2.2905,88.85,88.2,-14.155,0,0,364.925,0.67,0.123,1.105,0.397
1,0.75,0.248,-1.7705,0.932,0.301,0.069,-17.38,0.26,-2.3995,88.3,88.2,-13.36,0,0,365.11,0.625,0.137,1.138,0.401
1,1.25,0.2795,-1.897,0.893,0.4365,0.009,-12.925,1.66,-2.4875,87.1,88.2,-12.06,0,0,364.88,0.595,0.175,1.135,0.3955
1,1.75,0.321,-2.186,0.82,0.514,0,-17.545,0.95,-2.475,87.85,88.2,-8.79,0,0,365.62,0.56,0.1345,1.097,0.327
1,2.25,0.277,-2.185,0.758,0.472,-0.002,-18.37,1.065,-2.5445,89.4,88.2,-9.825,0,0,365.45,0.54,0.1155,1.0855,0.418
1,2.75,0.176,-2.276,0.7405,0.38,0.0055,-17.59,1.77,-2.5725,88.55,88.2,-9.175,0,0,365.65,0.5,0.1155,1.095,0.39
1,3.25,0.155,-2.3555,0.6665,0.3465,5e-04,-13.575,2.16,-2.5695,90.1,88.2,-8.845,0,0,366.44,0.515,0.137,1.11,0.3255
1,3.75,0.204,-2.331,0.787,0.453,0.005,-6.99,1.45,-2.5805,90.8,88.2,-8.495,0,0,365.845,0.5,0.121,1.1115,0.398
1,4.25,0.149,-2.4425,0.6525,0.415,0.018,-6.94,1.485,-2.5845,90.5,88.2,-7.825,0,0,366.26,0.47,0.139,1.145,0.328
1,4.75,0.1315,-2.5135,0.8045,0.204,0.056,-8.13,1.15,-2.586,90.25,88.2,-6.3315,0,0,365.87,0.53,0.132,1.146,0.327
1,5.25,0.124,-2.5325,0.7155,0.4285,0,-12.32,0.625,-2.585,90.15,88.2,-8.16,0,0,366.225,0.515,0.114,1.151,0.39
1,5.75,0.147,-2.507,0.577,0.3715,0.074,-10.185,1.775,-2.5855,90.2,88.2,-7.278,0,0,366.745,0.5,0.1295,1.1295,0.37
1,6.25,0.162,-2.5265,0.9105,0.5,0.008,-13.47,1.54,-2.5855,90.65,88.2,-6.69,0,0,366,0.455,0.112,1.116,0.374
1,6.75,0.141,-2.5805,0.783,0.509,0.0085,-12.6,1.665,-2.584,91.35,88.2,-7.765,0,0,365.1,0.46,0.115,1.092,0.396
1,7.25,0.157,-2.7485,0.6375,0.318,0.1355,-10.545,1.43,-2.5975,90.25,88.2,-7.61,0,0,366.15,0.48,0.1505,1.0785,0.3885
1,7.75,0.161,-2.4355,0.562,0.0935,0.007,-11.78,0.355,-2.596,89.45,88.2505,-3.2135,9.825,3.439,366.3,0.485,0.13,1.107,0.214
1,8.25,0.206,-2.16,0.617,0.0885,-0.013,-6.25,1.89,-2.59,87.85,88.2,2.324,41.325,19.055,365.34,0.59,-0.0185,0.955,-0.093
1,8.75,0.221,-1.97,0.6135,0.032,-0.151,-6.02,5.265,-2.587,86.05,88.2505,14.19,85.15,40.165,365.58,0.775,-0.183,0.722,-0.144
1,9.25,0.323,-1.3865,0.5375,-0.336,-0.343,3.095,9.575,-2.606,82.85,88.301,29.515,122.25,73.7,365.2,0.84,-0.309,0.596,-0.59
1,9.75,0.238,-0.533,0.5725,-0.508,-0.29,13.23,12.69,-2.5845,81.3,88.301,48.07,206.65,104.5,364.61,1.05,-0.2765,0.6245,-0.643
1,10.25,0.3885,-0.4435,0.726,-0.858,-0.215,24.08,18.71,-2.483,79.45,88.301,64.13,271.05,134.2,364.67,1.215,-0.1745,0.767,-1.133
1,10.75,0.305,-0.1965,0.852,-0.987,-0.07,25.59,17.27,-2.3205,79.55,88.3505,68.825,330.45,163.6,364.29,1.345,-0.1965,0.76,-1.1725
1,11.25,0.368,0.306,0.8775,-1.0975,-0.111,33.43,19.025,-2.253,76.25,88.4,74.65,361.3,171.9,363.99,1.535,-0.11,0.8875,-1.204
1,11.75,0.409,0.189,0.951,-1.109,-0.078,43.36,19.12,-2.1795,74.25,88.4,93.55,397.85,190.7,363.82,1.695,-0.135,0.818,-1.196
1,12.25,0.366,0.6615,0.9525,-1.201,-0.087,47.89,18.72,-2.0925,73.55,88.301,87,394.8,190.75,363.725,1.73,0.0105,0.96,-1.313
1,12.75,0.357,0.7015,1.049,-1.133,-0.038,36.855,18.985,-1.9755,72.75,88.301,89.4,402.9,201.75,363.56,1.815,-0.055,0.831,-1.244
1,13.25,0.3165,0.7725,0.879,-0.961,-0.006,42.56,16.855,-1.79,73.95,88.301,80.05,382.9,181.4,364.46,1.84,0.1275,1.0745,-1.068
1,13.75,0.391,1.0095,0.8065,-1.1915,0.003,30.72,17.335,-1.7615,76.35,88.301,67.085,310.1,153,363.49,1.685,0.1475,1.122,-1.1885
1,14.25,0.388,1.2885,1.02,-0.846,-0.0105,26.83,14.085,-1.672,75.95,88.301,57.47,287.75,115.8,363.32,1.575,0.312,1.265,-0.912
1,14.75,0.4125,1.0995,1.012,-0.72,0.002,19.885,10.85,-1.7025,75.15,88.301,39.945,235.5,71.8,363.47,1.58,0.3425,1.2715,-0.632
1,15.25,0.384,0.7245,1.034,-0.603,0.032,8.34,10.44,-1.749,75.2,88.301,29.635,170,64.4455,363.215,1.605,0.513,1.4515,-0.562
1,15.75,0.3765,0.6895,0.881,-0.25,0.07,3.165,8.395,-1.779,75.7,88.301,10.03,99.2,39.14,363.39,1.56,0.463,1.434,-0.092
1,16.25,0.3995,0.1315,0.9105,-0.121,0.135,-5.21,5.435,-1.855,78.55,88.301,-3.236,42.895,15.445,363.32,1.355,0.5055,1.4295,0.067
1,16.75,0.3245,-0.142,0.778,-0.033,0.144,-10.88,3.455,-1.9215,80.8,88.301,-12.085,9.305,3.637,364.145,1.175,0.498,1.473,0.21
1,17.25,0.3285,-0.454,0.8985,0.1775,0.199,-15.07,2.62,-1.9135,82.15,88.301,-12.925,0,0,363.645,1.025,0.511,1.442,0.4075
1,17.75,0.294,-0.4695,0.8085,0.276,0.123,-16.29,2.01,-1.9085,83.05,88.301,-13.74,0,0,363.72,0.96,0.3985,1.386,0.359
1,18.25,0.3305,-0.635,0.7905,0.3915,0.1085,-17.86,1.56,-2.024,84.5,88.301,-14.865,0,0,364.39,0.83,0.2905,1.268,0.3785
1,18.75,0.334,-0.7755,0.765,0.421,0.164,-16.65,1.875,-2.0795,84.15,88.301,-14.07,0,0,364.27,0.8,0.235,1.23,0.4465
1,19.25,0.243,-0.983,0.684,0.378,0.1265,-14.465,1.08,-2.0695,85.25,88.301,-14.71,0,0,364.39,0.775,0.2,1.191,0.4515
1,19.75,0.187,-0.969,0.6465,0.386,0.1025,-13.16,0.84,-2.0855,86.05,88.301,-14.82,0,0,364.435,0.755,0.2355,1.213,0.45
1,20.25,0.226,-1.369,0.829,0.411,0.0475,-15.44,1.16,-2.115,86.95,88.301,-13.065,0,0,365.27,0.715,0.1845,1.194,0.3925
1,20.75,0.2425,-1.5085,0.6355,0.721,0.004,-14.39,0.385,-2.146,86.7,88.301,-13.305,0,0,365.03,0.72,0.184,1.166,0.444
1,21.25,0.235,-1.577,0.763,0.2955,0.144,-14.495,1.12,-2.198,86.85,88.301,-14.365,0,0,364.88,0.725,0.181,1.195,0.3955
1,21.75,0.2365,-1.3255,0.677,0.309,0.001,-16.03,0.58,-2.207,85.65,88.301,-13.29,0,0,364.45,0.735,0.191,1.1775,0.355
1,22.25,0.2215,-1.2565,0.849,0.279,0.045,-16.695,-0.02,-2.239,85.15,88.301,-12.8,0,0,364.85,0.78,0.1805,1.169,0.383
1,22.75,0.22,-1.424,0.7325,0.559,5e-04,-14.44,1.365,-2.191,86.1,88.301,-10.82,0,0,364.845,0.78,0.136,1.155,0.462
1,23.25,0.2165,-1.481,0.644,0.248,0.105,-16.66,0.505,-2.256,86.85,88.301,-13.545,0,0,366,0.665,0.12,1.122,0.398
1,23.75,0.1765,-1.626,0.59,0.2395,0.1775,-14.735,0.37,-2.219,87.5,88.301,-14.52,0,0,365.19,0.7,0.1375,1.1345,0.332
2,0.25,0.124,-1.233,0.523,0.377,0.038,-9.905,0.06,-1.878,85.55,88.101,-15.915,0,0,367.95,0.725,0.44,1.2375,0.519
2,0.75,0.1265,-1.2185,0.5115,0.439,0.1,-10.585,0.52,-1.878,85.95,88.101,-14.005,0,0,368.07,0.765,0.3835,1.221,0.474
2,1.25,0.1115,-1.299,0.6655,0.371,0.007,-10.13,0.525,-2.038,86.55,88.101,-13.065,0,0,368.175,0.695,0.3935,1.2015,0.399
2,1.75,0.1365,-1.4445,0.5695,0.459,0.109,-13.95,0.67,-2.056,87.4,88.101,-11.6,0,0,368.21,0.77,0.371,1.215,0.406
2,2.25,0.1345,-1.332,0.8045,0.4385,0.0655,-10.13,0.09,-1.9195,86.95,88.101,-15,0,0,368.1,0.64,0.3795,1.186,0.4065
2,2.75,0.1655,-1.4805,0.6665,0.394,0.101,-8.93,0.46,-1.9115,88.05,88.101,-12.54,0,0,368.435,0.695,0.3615,1.196,0.4145
2,3.25,0.118,-1.439,0.5985,0.351,0.014,-8.735,0.44,-2.0315,87.95,88.101,-12.575,0,0,368.37,0.7,0.356,1.1775,0.394
2,3.75,0.192,-1.282,0.563,0.328,0.048,-11.34,0.155,-2.113,87.75,88.101,-13.065,0,0,368.5,0.655,0.3625,1.1875,0.37
2,4.25,0.1215,-1.5255,0.567,0.3205,0.0155,-11.19,0.54,-2.113,87.8,88.101,-12.325,0,0,368.855,0.66,0.353,1.189,0.3935
2,4.75,0.1155,-1.579,0.566,0.327,0.056,-9.685,-0.035,-2.113,88.2,88.101,-9.685,0,0,369.01,0.67,0.349,1.1675,0.326
2,5.25,0.147,-1.4405,0.4965,0.425,0.0925,-15.61,1.025,-2.1145,87.3,88.101,-11.5,0,0,368.76,0.705,0.3175,1.1275,0.434
2,5.75,0.132,-1.712,0.5855,0.4395,0.123,-10.79,1.395,-2.115,88.2,88.101,-10.9,0,0,368.96,0.675,0.347,1.1255,0.4205
2,6.25,0.1515,-1.833,0.611,0.347,0.074,-12.31,-0.025,-2.115,86.95,88.101,-10.39,0,0,368.855,0.68,0.3385,1.1385,0.3895
2,6.75,0.1165,-1.571,0.522,0.4,0.052,-13.12,1.105,-2.116,86.6,88.101,-9.845,0,0,368.86,0.73,0.3105,1.138,0.396
2,7.25,0.131,-1.569,0.607,0.187,0.011,-10.91,0.22,-2.25,86.4,88.101,-5.716,10.785,4.5705,368.92,0.77,0.338,1.164,0.192
2,7.75,0.144,-1.638,0.6015,0.071,-0.084,-9.25,1.75,-2.292,83.95,88.101,4.388,50.82,23.025,368.695,0.875,0.2165,1.0645,-0.11
2,8.25,0.19,-0.797,0.5405,0.068,-0.208,-3.37,6.27,-2.319,79.4,88.2,20.575,113.6,58.225,368.15,1.17,-0.0205,0.7755,-0.295
2,8.75,0.264,-0.2145,0.6095,-0.36,-0.264,3.985,8.04,-2.3225,78.55,88.2,40.195,186.75,98,368.225,1.335,-0.334,0.4845,-0.591
2,9.25,0.261,0.48,0.708,-0.406,-0.2245,20.01,16.375,-2.287,74.05,88.2,70.345,233.45,136.15,366.58,1.525,-0.37,0.4285,-0.789
2,9.75,0.3045,0.997,0.676,-0.709,-0.21,46.455,21.4,-2.27,71.6,88.2,96.15,275.45,185.45,366.69,1.73,-0.3145,0.501,-1.024
2,10.25,0.279,1.35,0.757,-1.055,-0.2,68.61,19.935,-2.1235,70.2,88.1505,103.7,402.3,227.1,366.37,1.925,-0.012,0.8005,-1.324
2,10.75,0.268,2.073,0.7905,-1.363,-0.208,77.55,26.81,-2.1115,67.39,88.1505,148.8,643.1,295.7,367.72,2.175,0.0315,0.8385,-1.5085
2,11.25,0.322,2.1815,0.8635,-1.3895,-0.113,86.595,27.175,-2.033,65.87,88.101,152.12,740,359.85,367.36,2.425,0.2265,1.024,-1.462
2,11.75,0.3525,2.375,0.965,-1.307,-0.0695,93.02,28.955,-1.883,63.995,88.101,150.3,732.5,358.2,367.02,2.555,0.1995,0.925,-1.368
2,12.25,0.3465,2.723,0.9755,-1.0485,-0.1715,97.02,31.4405,-1.873,63.525,88.101,164.95,738.5,364.35,366.73,2.935,0.243,1.008,-1.298
2,12.75,0.366,3.207,1.0475,-1.304,-0.228,115.32,33.98,-1.8225,63.115,88,168.25,776.5,376.65,366.085,2.91,0.1635,0.9395,-1.5175
2,13.25,0.432,3.1915,1.1795,-1.098,-0.1365,110.615,36.74,-1.7425,61.1,88,175.1,780.5,397.5,365.935,3.085,0.3075,1.0895,-1.3415
2,13.75,0.428,3.553,1.184,-1.1075,-0.059,91.015,26.69,-1.678,60.655,87.95,148.25,696.35,345.6,365.62,3.145,0.403,1.1695,-1.179
2,14.25,0.404,3.3985,1.189,-0.856,-0.03,76.755,26.89,-1.691,60.01,87.95,131.65,612.15,206.8,365.255,3.4,0.63,1.3885,-0.9945
2,14.75,0.4385,3.7465,1.228,-0.806,-0.01,64.511,23.39,-1.6935,62.37,88,109.9,520.4,158.35,365.43,2.935,0.7025,1.4065,-0.9835
2,15.25,0.403,3.6245,1.0615,-0.5765,0.002,51.2,20.08,-1.673,64.33,88,85.75,422.75,165.3,365.48,2.885,0.8385,1.5715,-0.5565
2,15.75,0.403,3.7525,1.079,-0.644,0.0335,36.6,17.285,-1.6565,66.59,88,47.135,305,73.65,365.455,2.815,0.8515,1.5875,-0.5945
2,16.25,0.363,3.152,1.0285,-0.4095,0.1125,11.62,12.27,-1.6555,69.43,88,26.495,176.2,55.05,365.38,2.255,0.8735,1.639,-0.288
2,16.75,0.3865,2.7365,1.027,-0.164,0.116,-0.135,9.64,-1.6515,72.45,88,3.7215,92.45,30.47,365.69,2.135,0.892,1.732,-0.0445
2,17.25,0.3675,2.454,0.848,0.0325,0.287,-10.025,5.42,-1.644,75.95,88,-15.49,22.155,10.41,366.07,1.74,0.958,1.7555,0.322
2,17.75,0.295,1.5435,0.8225,0.432,0.532,-19.505,2.985,-1.641,79.3,88,-26.295,0,0,366.15,1.39,0.9485,1.7135,0.949
2,18.25,0.2755,0.8005,0.763,0.33,0.325,-14.55,1.55,-1.6485,80.75,88,-23.255,0,0,366.645,1.295,0.833,1.6325,0.745
2,18.75,0.2405,0.1055,0.7185,0.554,0.184,-20.53,0.865,-1.6555,82.1,88,-21.885,0,0,366.6,1.31,0.706,1.5075,0.584
2,19.25,0.26,-0.144,0.6745,0.617,0.095,-19.185,1.67,-1.648,83.45,88,-20.925,0,0,367.2,1.165,0.5885,1.403,0.564
2,19.75,0.244,-0.209,0.732,0.413,0.052,-22.1,2.2,-1.6505,82.65,88,-21.125,0,0,367.18,1.045,0.5195,1.3315,0.417
2,20.25,0.243,-0.212,0.6985,0.519,0.0545,-18.4,2.25,-1.6425,82.85,88.101,-17.665,0,0,367.745,1.01,0.4885,1.261,0.521
2,20.75,0.2195,-0.2575,0.6675,0.474,0.09,-17.39,1.82,-1.649,83.45,88.101,-23.12,0,0,367.68,1.05,0.488,1.266,0.398
2,21.25,0.188,-0.5655,0.7425,0.443,0.109,-16.129,1.7,-1.6535,83.05,88.101,-20.115,0,0,367.53,0.99,0.4525,1.2495,0.5545
2,21.75,0.195,-0.6465,0.637,0.548,0.0975,-15.98,1.75,-1.6595,84.95,88.101,-22.455,0,0,367.83,0.95,0.4555,1.232,0.536
2,22.25,0.173,-0.9425,0.626,0.596,0.0295,-14.455,1.89,-1.6565,85.25,88.101,-18.515,0,0,367.845,0.845,0.4245,1.2485,0.548
2,22.75,0.166,-0.989,0.713,0.428,0.025,-14.09,1.42,-1.657,85.65,88.101,-18.77,0,0,367.88,0.83,0.426,1.2445,0.431
2,23.25,0.163,-0.9675,0.7075,0.491,0.073,-12.03,0.575,-1.654,85.7,88.101,-15.2345,0,0,368.25,0.88,0.4095,1.197,0.457
2,23.75,0.119,-1.0245,0.593,0.495,0.1235,-9.44,1.17,-1.676,85.35,88.101,-16.86,0,0,367.91,0.79,0.428,1.23,0.4825
3,0.25,0.247,0.1445,0.7715,0.361,0.108,-21.98,2.98,-2.563,81.75,88.2,-32.125,0,0,367.745,1.165,0.601,1.374,0.521
3,0.75,0.245,0.327,0.81,0.394,0.1005,-18.21,1.36,-2.5775,81.65,88.2,-32.389,0,0,367.85,1.16,0.567,1.371,0.524
3,1.25,0.188,0.175,0.757,0.345,0.078,-18.21,1.47,-2.6665,81.95,88.1505,-32.04,0,0,367.875,1.095,0.494,1.3515,0.323
3,1.75,0.233,0,0.822,0.444,0.061,-19.79,1.49,-2.717,81.7,88.2,-32.4,0,0,368.37,1.12,0.508,1.301,0.5245
3,2.25,0.241,-0.0905,0.997,0.415,0.116,-20.89,1.3,-2.644,81.95,88.101,-30.675,0,0,368.645,1.06,0.4535,1.23,0.5
3,2.75,0.3105,-0.153,0.984,0.519,0.0625,-24.12,2.5,-2.6315,83,88.101,-27.875,0,0,368.08,1.04,0.4155,1.213,0.584
3,3.25,0.2935,-0.3495,0.951,0.428,0.058,-23.71,1.715,-2.583,82.6,88.101,-26.105,0,0,368.34,1.07,0.321,1.2185,0.494
3,3.75,0.3095,-0.1175,0.834,0.425,0.061,-24.37,1.47,-2.583,82.45,88.101,-23.82,0,0,368.12,1.14,0.342,1.2175,0.536
3,4.25,0.323,-0.1555,0.911,0.5845,-0.002,-25.88,2.18,-2.5835,82.25,88.101,-22.94,0,0,368.01,1.06,0.416,1.1935,0.5385
3,4.75,0.337,-0.6655,0.8405,0.612,0.098,-24.38,3.005,-2.586,82,88.101,-21.465,0,0,367.87,1.035,0.2645,1.211,0.634
3,5.25,0.3145,-0.664,0.897,0.444,0.075,-23.3,2.56,-2.653,83.7,88.101,-20.15,0,0,367.85,0.985,0.2855,1.22,0.528
3,5.75,0.319,-0.629,0.8375,0.301,0.004,-20.575,2.905,-2.6765,83.6,88.101,-17.62,0,0,368.43,0.98,0.258,1.195,0.3185
3,6.25,0.327,-0.8325,0.924,0.229,-0.038,-18.92,4.77,-2.71,82.65,88.101,-12.69,5.923,2.6385,367.87,0.975,0.285,1.2315,0.256
3,6.75,0.317,-0.4545,0.886,-0.1645,-0.153,-12.73,8.125,-2.6225,81.15,88.1505,2.831,39.63,18.13,367.68,1.095,0.206,1.1335,-0.4205
3,7.25,0.353,0.279,0.847,-0.2435,-0.303,-4.21,10.87,-2.5915,78.25,88.1505,26.34,117.4,53.375,367.59,1.275,-0.0405,0.8845,-0.698
3,7.75,0.356,0.8875,0.8385,-0.6325,-0.4055,17.95,18.17,-2.5955,74.45,88.1505,63.94,204.65,98.4,367.165,1.55,-0.3015,0.587,-1.023
3,8.25,0.3895,1.573,0.877,-0.984,-0.2815,25.21,26.115,-2.311,72.9,88.2,116.9,341.35,187.9,367.48,1.805,-0.54,0.4705,-1.6125
3,8.75,0.3995,1.8375,1.0185,-1.414,-0.388,63.38,31.075,-2.1555,69.17,88.2,167.9,482.9,258.6,366.9,2.175,-0.4425,0.3115,-1.742
3,9.25,0.417,2.4225,1.196,-1.903,-0.3315,88.755,38.43,-1.9625,65.66,88.2,203.75,612.5,325.6,366.81,2.44,-0.076,0.538,-2.33
3,9.75,0.5005,2.902,1.39,-2.146,-0.295,114.19,51.7,-1.8415,62.775,88.2,245.1,709.5,379.35,366.785,2.83,0.165,0.616,-2.416
3,10.25,0.477,3.3415,1.408,-1.9785,-0.262,151.62,58.34,-1.358,61.755,88.301,288.6,872.5,435.9,366.41,2.995,0.387,0.7765,-2.2235
3,10.75,0.521,3.976,1.531,-2.25,-0.2285,175.07,65.255,-0.7615,59.965,88.2,342.6,1036.5,537.45,365.88,3.015,0.567,0.9365,-2.464
3,11.25,0.543,4.4345,1.592,-2.705,-0.174,165.7,76.78,-0.683,59.08,88.2,345.45,1131,568.35,366.15,3.18,0.8255,1.12,-2.881
3,11.75,0.584,5.0795,1.6955,-2.1995,-0.157,188.45,82.91,0.189,58.33,88.2,379.65,1195,608.7,366.03,3.405,0.768,1.0875,-2.489
3,12.25,0.601,5.562,1.8875,-2.573,-0.1535,209.6,87.325,2.109,57.21,88.2,407.8,1240.5,638.9,365.78,3.405,0.8065,1.114,-2.727
3,12.75,0.591,5.7875,1.885,-2.6825,-0.176,201.925,90.705,5.818,57.595,88.101,401.45,1203,600.85,365.485,3.55,0.814,1.127,-2.8955
3,13.25,0.6295,6.25,1.9445,-2.318,-0.134,195.85,77.78,11.1845,56.99,88.101,365.2,1117,566.4,365.18,3.545,0.8835,1.2675,-2.347
3,13.75,0.619,6.106,1.9625,-2.273,-0.099,196.495,76.33,15.099,57.78,88.101,355.3,1071,532.9,365.17,3.69,0.92,1.3,-2.3625
3,14.25,0.618,6.234,1.954,-1.917,-0.062,151.305,71.59,12.3655,57.32,88.101,295.3,882.5,441.35,364.92,3.72,1.1695,1.531,-1.894
3,14.75,0.6195,6.134,1.97,-1.881,-0.025,144.61,65.1705,9.268,56.87,88.101,249.9,763,385.6,364.92,3.545,1.2925,1.5425,-1.846
3,15.25,0.629,5.766,1.8595,-1.593,-0.014,120.04,58.03,8.4735,60.56,88.101,205.95,700.05,267.65,365.385,3.46,1.3885,1.66,-1.733
3,15.75,0.587,5.6995,1.8615,-1.426,0.06,88.02,46.03,5.4575,60.38,88.101,154.4,499.55,144.95,365.1,3.335,1.4585,1.739,-1.409
3,16.25,0.613,5.442,1.7695,-1.35,0.089,76.46,37,2.99,62.33,88.101,120.05,397.3,115.6,365.23,3.24,1.446,1.8695,-1.412
3,16.75,0.524,4.9075,1.6875,-0.946,0.138,39.71,29.96,1.807,64.2005,88.101,66.125,262.95,88.6,365.34,2.745,1.451,1.948,-0.794
3,17.25,0.48,4.548,1.496,-0.612,0.244,9.53,18.84,0.0995,67.225,88.101,20.86,141.75,62.55,365.35,2.595,1.373,1.914,-0.274
3,17.75,0.445,3.9345,1.2945,-0.23,0.354,-10.6,11.79,-1.362,70.665,88.101,-5.218,41.69,23.06,365.64,2.185,1.3095,1.953,0.311
3,18.25,0.452,3.3725,1.2845,0.14,0.38,-21.87,8.09,-1.822,73.6,88.101,-29.655,4.7025,2.769,365.78,1.72,1.2905,1.9735,0.602
3,18.75,0.425,2.686,1.156,0.35,0.341,-24.225,5.925,-2.276,76.15,88.101,-34.805,0,0,365.85,1.505,1.164,1.901,0.668
3,19.25,0.441,2.303,1.123,0.552,0.233,-26.71,4.94,-2.564,78.95,88.101,-35.635,0,0,366.465,1.47,1.1035,1.714,0.752
3,19.75,0.4485,2.015,1.1435,0.513,0.235,-30.15,6.12,-2.79,78.45,88.101,-29.835,0,0,366.74,1.42,0.8995,1.569,0.72
3,20.25,0.45,1.6545,1.1075,0.55,0.19,-29.425,4.42,-2.7785,79.25,88.101,-36.495,0,0,366.69,1.435,0.7335,1.3825,0.678
3,20.75,0.358,1.5515,1.0455,0.619,0.17,-30.49,4.105,-2.7795,78.4,88.2,-33.16,0,0,366.93,1.44,0.686,1.3205,0.723
3,21.25,0.3835,1.584,0.9995,0.636,0.11,-27.89,3.75,-2.7005,80.4,88.2,-36.31,0,0,366.81,1.32,0.623,1.308,0.685
3,21.75,0.3825,1.559,0.881,0.5395,0.1315,-23.82,3.06,-2.6085,81.25,88.2,-32.4445,0,0,367.22,1.225,0.651,1.313,0.5915
3,22.25,0.289,1.0745,0.8045,0.408,0.098,-28.725,2.46,-2.583,81.6,88.2,-32.64,0,0,366.89,1.175,0.6575,1.304,0.612
3,22.75,0.252,0.705,0.8315,0.4675,0.1395,-23.06,2.125,-2.632,82.15,88.2,-33.845,0,0,367.04,1.14,0.6845,1.361,0.545
3,23.25,0.309,0.179,0.8865,0.487,0.115,-20.525,2.7,-2.811,83.15,88.2,-35.425,0,0,367.07,1.09,0.7155,1.3885,0.55
3,23.75,0.312,0.164,0.9705,0.282,0.068,-20.925,3.195,-2.6585,81.6,88.2,-33.35,0,0,367.325,1.14,0.725,1.417,0.448
